tweet_id,timestamp,text,rating_numerator,name,dog_stage,retweet_count,favorite_count,image_predict_url,polarity,subjectivity
890006608113172480,2017-07-26 00:31:25+00:00,koda south australian deckshark deceptively deadly frighteningly majestic would risk petting barkweek,13,Koda,,7624,31166,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg	1	golden_retriever	0.77593	True	Tibetan_mastiff	0.0937178	True	Labrador_retriever	0.07242660000000001	True,-0.25,0.5
889880896479866881,2017-07-25 16:11:53+00:00,bruno service shark gets water assist terrifyingly good boy,13,Bruno,,5156,28268,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg	1	Gordon_setter	0.503672	True	Yorkshire_terrier	0.174201	True	Pekinese	0.109454	True,0.7,0.6000000000000001
889665388333682689,2017-07-25 01:55:32+00:00,heres puppo seems fence something haha seriously someone help,13,None,puppo,8538,38818,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg	1	Walker_hound	0.260857	True	English_foxhound	0.17538199999999998	True	Ibizan_hound	0.0974705	True,-0.06666666666666665,0.4833333333333333
889638837579907072,2017-07-25 00:10:02+00:00,ted best sometimes thats enough ok would assist,12,Ted,,4735,27672,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg	1	pug	0.489814	True	bull_mastiff	0.40472199999999997	True	French_bulldog	0.0489595	True,0.5,0.43333333333333335
889531135344209921,2017-07-24 17:02:04+00:00,stuart hes sporting favorite fanny pack secretly filled bones puppared puppo barkweek,13,Stuart,puppo,2321,15359,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg	1	bloodhound	0.195217	True	German_shepherd	0.0782598	True	malinois	0.07562780000000001	True,0.45,0.95
889278841981685760,2017-07-24 00:19:32+00:00,oliver youre witnessing one many brutal attacks seems playing victim frckin frightening barkweek,13,Oliver,,5637,25652,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg	1	Lhasa	0.58233	True	Shih-Tzu	0.166192	True	Dandie_Dinmont	0.0896883	True,-0.2375,0.6375
888917238123831296,2017-07-23 00:22:39+00:00,jim found fren taught sit like good boys,12,Jim,,4709,29611,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg	1	English_setter	0.298617	True	Newfoundland	0.149842	True	borzoi	0.133649	True,0.7,0.6000000000000001
888804989199671297,2017-07-22 16:56:37+00:00,zeke new stick proud would like throw without taking would best,13,Zeke,,4559,26080,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg	1	hen	0.965932	False	cock	0.0339194	False	partridge	5.20658e-05	False,0.6454545454545455,0.5848484848484848
888554962724278272,2017-07-22 00:23:06+00:00,ralphus hes powering attempting maximum borkdrive inspirational af,13,Ralphus,,3732,20290,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg	1	desktop_computer	0.086502	False	desk	0.0855474	False	bookcase	0.0794797	False,0.5,1.0
888078434458587136,2017-07-20 16:49:33+00:00,gerald told didnt get job interviewed hckin injustice didnt want job anyway,12,Gerald,,5609,30779,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg	1	Maltese_dog	0.8575309999999999	True	toy_poodle	0.0630638	True	miniature_poodle	0.0255806	True,0.0,0.0
887705289381826560,2017-07-19 16:06:48+00:00,jeffrey monopoly pool noodles currently running boop two midweek sale hckin strategic,13,Jeffrey,,12082,46959,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg	1	three-toed_sloth	0.9146709999999999	False	otter	0.01525	False	great_grey_owl	0.0132072	False,0.0,0.4
887517139158093824,2017-07-19 03:39:09+00:00,ive yet rate venezuelan hover wiener honor pawinspiring af ig roxythedoxy,14,such,,18781,69871,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg	1	ox	0.41666899999999996	False	Newfoundland	0.278407	True	groenendael	0.10264300000000001	True,0.0,0.0
887473957103951883,2017-07-19 00:47:34+00:00,canela attempted fancy porch pics unsuccessful someone help,13,Canela,,10737,34222,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg	1	golden_retriever	0.8587440000000001	True	Chesapeake_Bay_retriever	0.054786800000000004	True	Labrador_retriever	0.014240899999999999	True,0.0,0.0
887343217045368832,2017-07-18 16:08:03+00:00,may known needed see today please enjoy ig emmylouroo,13,None,,6167,31061,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg	1	malamute	0.33687399999999995	True	Siberian_husky	0.147655	True	Eskimo_dog	0.09341239999999999	True,0.4,0.5
887101392804085760,2017-07-18 00:07:08+00:00,jubilant antarctic house bear rate dogs please send dogs thank would suffocate floof,12,None,,8084,35859,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg	1	guinea_pig	0.9964959999999999	False	skunk	0.00240245	False	hamster	0.00046086300000000005	False,0.0,0.0
886983233522544640,2017-07-17 16:17:36+00:00,maya shes shy rarely leaves cup would find environment thrive,13,Maya,,3443,12306,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg	1	soft-coated_wheaten_terrier	0.326467	True	Afghan_hound	0.25955100000000003	True	briard	0.20680300000000001	True,-0.1,0.7
886736880519319552,2017-07-16 23:58:41+00:00,mingus hes wonderful father smol pup confirmed needs help,13,Mingus,,4610,22798,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg	1	Chihuahua	0.978108	True	toy_terrier	0.00939697	True	papillon	0.00457681	True,0.7,1.0
886680336477933568,2017-07-16 20:14:00+00:00,derek hes late dog meeting petal metal,13,Derek,,3316,21524,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg	1	black-and-tan_coonhound	0.529139	True	bloodhound	0.24422	True	flat-coated_retriever	0.17381	True,-0.3,0.6
886366144734445568,2017-07-15 23:25:31+00:00,roscoe another pupper fallen victim spontaneous tongue ejections get blepipen immediate deep breaths roscoe,12,Roscoe,pupper,4,117,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg	1	coho	0.40464	False	barracouta	0.271485	False	gar	0.189945	False,0.17499999999999996,0.45
886258384151887873,2017-07-15 16:17:19+00:00,waffles doggles pupside unsure fix someone assist waffles,13,Waffles,,108,0,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg	1	Blenheim_spaniel	0.906777	True	cocker_spaniel	0.0903464	True	Shih-Tzu	0.00111687	True,0.0,0.0
885984800019947520,2017-07-14 22:10:11+00:00,viewer discretion advised jimbo rip ur finger right hckin dog clearly accessory pls pet caution,12,Jimbo,,6683,36689,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg	1	llama	0.505184	False	Irish_terrier	0.104109	True	dingo	0.0620712	False,0.19285714285714287,0.4595238095238095
885528943205470208,2017-07-13 15:58:47+00:00,maisey fell asleep midexcavation happens best us would pat noggin approvingly,13,Maisey,,3899,20788,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg	1	Chesapeake_Bay_retriever	0.18413	True	chain_saw	0.05677530000000001	False	power_drill	0.0367634	False,1.0,0.3
885518971528720385,2017-07-13 15:19:09+00:00,new hero name howard,14,None,,19297,0,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg	1	Chihuahua	0.6718529999999999	True	beagle	0.12468	True	Saluki	0.04409419999999999	True,0.13636363636363635,0.45454545454545453
885167619883638784,2017-07-12 16:03:00+00:00,corgi undercover malamute pawbably important investigative work zero control tongue happenings,13,None,,16439,68152,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg	1	dalmatian	0.278954	True	Labrador_retriever	0.237612	True	Great_Pyrenees	0.171106	True,0.4,1.0
884925521741709313,2017-07-12 00:01:00+00:00,earl found hat nervous think delightful earl,12,Earl,,6096,28514,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg	1	Ibizan_hound	0.0443334	True	Pembroke	0.0432093	True	West_Highland_white_terrier	0.0389056	True,1.0,1.0
884876753390489601,2017-07-11 20:47:12+00:00,lola first time outside must test earth taste atmosphere youre great lola,13,Lola,,5100,24765,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg	1	Border_collie	0.44780299999999995	True	English_springer	0.170497	True	collie	0.139206	True,0.35000000000000003,0.37777777777777777
884562892145688576,2017-07-11 00:00:02+00:00,kevin hes happy secret kevin,13,Kevin,,5856,27478,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg	1	German_shepherd	0.9754010000000001	True	beagle	0.00868727	True	bloodhound	0.00539404	True,0.2,0.85
884441805382717440,2017-07-10 15:58:53+00:00,present pup hat pup hat great occasions extremely versatile compact hck ig itselizabethgales,14,None,,21298,74423,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg	1	Labrador_retriever	0.887707	True	Chihuahua	0.029307	True	French_bulldog	0.0207563	True,0.225,0.5833333333333334
884247878851493888,2017-07-10 03:08:17+00:00,omg didnt mean trying little barkour hes super sorry would forgive immediate,13,None,,3128,20771,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg	1	miniature_poodle	0.546933	True	cocker_spaniel	0.16525499999999999	True	toy_poodle	0.0959589	True,-0.16666666666666669,0.7135416666666666
884162670584377345,2017-07-09 21:29:42+00:00,meet yogi doesnt important dog meetings today enjoys looking best times dangerously dapper doggo,12,Yogi,doggo,3586,22349,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg	1	seat_belt	0.37505700000000003	False	miniature_pinscher	0.167175	True	Chihuahua	0.0869506	True,0.26666666666666666,0.7333333333333334
883838122936631299,2017-07-09 00:00:04+00:00,noah cant believe someone made mess got vacuum though offered help clean pup super good boy,12,Noah,,10407,46860,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg	1	Italian_greyhound	0.618316	True	Weimaraner	0.151363	True	vizsla	0.08598910000000001	True,0.24333333333333335,0.42833333333333334
883482846933004288,2017-07-08 00:28:19+00:00,bella hopes smile made smile also offering favorite monkey,5,Bella,,3825,22986,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg	1	snail	0.9998879999999999	False	slug	5.51417e-05	False	acorn	2.6258e-05	False,0.2625,0.3
883360690899218434,2017-07-07 16:22:55+00:00,meet grizzwald may floofiest floofer ever see lost eyes saving schoolbus volcano erpuption heroic hck,13,Grizzwald,floofer,6949,37914,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg	1	English_setter	0.32879200000000003	True	Brittany_spaniel	0.283545	True	Ibizan_hound	0.0574615	True,0.7,0.9
883117836046086144,2017-07-07 00:17:54+00:00,please send dogs dont rate mechanics matter hckin good thank would sneak pat,13,None,,4122,24445,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg	1	miniature_schnauzer	0.496953	True	standard_schnauzer	0.28527600000000003	True	giant_schnauzer	0.07376369999999999	True,0.7,0.6000000000000001
882992080364220416,2017-07-06 15:58:11+00:00,rusty wasnt ready first pic clearly puppared second confirmed great boy,13,Rusty,,5134,28903,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg	1	Maltese_dog	0.359383	True	teddy	0.148759	False	West_Highland_white_terrier	0.10600699999999999	True,0.2916666666666667,0.49444444444444446
882762694511734784,2017-07-06 00:46:41+00:00,gus hes quite cheeky pupper already perfected disinterested wink would let steal girl,12,Gus,pupper,6342,28382,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg	1	Airedale	0.448459	True	toy_poodle	0.12403	True	teddy	0.11018299999999999	False,0.0,0.0
882627270321602560,2017-07-05 15:48:34+00:00,stanley first swim lesson today doggle straps adjusted ready go phelps nervous ig stanleythe_corgi,13,Stanley,,12118,45880,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg	1	triceratops	0.44211300000000003	False	armadillo	0.114071	False	common_iguana	0.0432553	False,0.225,0.41666666666666663
882268110199369728,2017-07-04 16:01:23+00:00,alfy youre witnessing first watermelon experience think success happy th alfy,13,Alfy,,5203,29900,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg	1	swab	0.589446	False	chain_saw	0.190142	False	wig	0.0345097	False,0.45,0.4444444444444444
882045870035918850,2017-07-04 01:18:17+00:00,koko owner inspired barney recently built cart use walks got tired rest easy koko,13,Koko,,3533,24773,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg	1	hay	0.507637	False	Rottweiler	0.0624899	True	water_buffalo	0.048424699999999994	False,0.011111111111111108,0.5944444444444444
881906580714921986,2017-07-03 16:04:48+00:00,rey hes benebop cumberfloof dangerously pettable,12,Rey,,11099,51522,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg	1	hyena	0.9872299999999999	False	African_hunting_dog	0.012600799999999999	False	coyote	5.7350100000000005e-05	False,-0.6,0.9
881666595344535552,2017-07-03 00:11:11+00:00,gary couldnt miss puppertunity selfie flawless focusing skills would boop intensely,13,Gary,,7,129,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg	1	golden_retriever	0.765266	True	Labrador_retriever	0.20669400000000002	True	seat_belt	0.0106669	False,0.6,1.0
881536004380872706,2017-07-02 15:32:16+00:00,pupper approaching maximum borkdrive zooming never seen speeds pawinspiring af ig puffie_the_chow,14,a,pupper,5358,23501,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg	1	jigsaw_puzzle	0.560001	False	doormat	0.10325899999999999	False	space_heater	0.042568	False,0.0,0.0
881268444196462592,2017-07-01 21:49:04+00:00,meet elliot hes canadian forrest pup unusual number antlers dog sneaky tongue slip celebrate canada would pet,12,Elliot,,2886,17346,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg	1	Chihuahua	0.48368199999999995	True	pug	0.09249389999999999	True	Brabancon_griffon	0.05749540000000001	True,0.2,1.0
880935762899988482,2017-06-30 23:47:07+00:00,louis hes crossing big deal hckin breathtaking,13,Louis,,3989,21734,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg	1	Chihuahua	0.959514	True	Italian_greyhound	0.00537015	True	Pomeranian	0.00264133	True,0.5,0.55
880872448815771648,2017-06-30 19:35:32+00:00,ugh rate dogs please dont send welldressed floppytongued street penguins dogs please thank,12,None,,6546,29075,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg	1	Pembroke	0.741563	True	Chihuahua	0.0578659	True	toy_poodle	0.039125099999999996	True,0.0,0.0
880465832366813184,2017-06-29 16:39:47+00:00,bella first beach experience morning complete success would perform sandy boop,12,Bella,,4436,27640,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg	1	West_Highland_white_terrier	0.747713	True	Samoyed	0.24362899999999998	True	toy_poodle	0.00180397	True,0.21666666666666665,0.24444444444444446
880221127280381952,2017-06-29 00:27:25+00:00,meet jesse hes fetty woof tongue ejects without warning true bleptomaniac would snug well,12,Jesse,,4533,28150,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg	1	toy_poodle	0.535411	True	Pomeranian	0.08754400000000001	True	miniature_poodle	0.06205	True,0.35,0.65
880095782870896641,2017-06-28 16:09:20+00:00,please dont send photos without dogs porch_rates insubordinate churlish pretty good porch tho,11,None,,3642,22667,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg	1	golden_retriever	0.471351	True	miniature_poodle	0.09199210000000001	True	standard_poodle	0.08738539999999999	True,0.475,0.8
879862464715927552,2017-06-28 00:42:13+00:00,romeo would like entrance requesting immediate assistance,13,Romeo,,10,315,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg	1	miniature_pinscher	0.140173	True	Rottweiler	0.13409400000000002	True	beagle	0.08189980000000001	True,0.0,0.0
879492040517615616,2017-06-27 00:10:17+00:00,bailey thinks measure ear length signs growth instead,12,Bailey,,45849,107956,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg	1	toy_poodle	0.266437	True	Chihuahua	0.243223	True	bluetick	0.0728063	True,0.0,0.0
879415818425184262,2017-06-26 19:07:24+00:00,duddles attempt someone help vid georgia felici,13,Duddles,,3261,17099,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg	1	soft-coated_wheaten_terrier	0.318981	True	Lakeland_terrier	0.215218	True	toy_poodle	0.10601400000000001	True,0.0,0.0
879376492567855104,2017-06-26 16:31:08+00:00,jack aka stephen furry youre scoring unless slips slide would happily get blocked,12,Jack,,7181,0,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg	1	vizsla	0.25924899999999995	True	Chesapeake_Bay_retriever	0.176293	True	Weimaraner	0.11236900000000001	True,0.8,1.0
879050749262655488,2017-06-25 18:56:45+00:00,steven trouble relating dogs quite shy neck longer average tropical probably would still pet,11,Steven,,2812,19317,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg	1	vacuum	0.33583	False	swab	0.265278	False	toilet_tissue	0.140703	False,-0.2833333333333333,0.36666666666666664
879008229531029506,2017-06-25 16:07:47+00:00,beau beaus balloon takes everywhere would protect costs,13,Beau,,4319,19763,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg	1	Rottweiler	0.28364	True	miniature_pinscher	0.148112	True	black-and-tan_coonhound	0.09558480000000001	True,0.0,0.0
878776093423087618,2017-06-25 00:45:22+00:00,snoopy hes proud pridemonthpuppo impeccable handwriting thumbs would love back pridemonth,13,Snoopy,puppo,7582,30931,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg	1	Siberian_husky	0.694904	True	malamute	0.232006	True	Eskimo_dog	0.0506351	True,0.5125,0.5875
878604707211726852,2017-06-24 13:24:20+00:00,martha stunning hckin dare,13,None,,1349,0,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg	1	golden_retriever	0.462556	True	Labrador_retriever	0.454937	True	kuvasz	0.0241933	True,0.5,1.0
878281511006478336,2017-06-23 16:00:04+00:00,meet shadow attempt reach maximum zooming borkdrive tore acl still tho help,13,Shadow,,7181,42876,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg	1	Saint_Bernard	0.381377	True	Leonberg	0.127998	True	golden_retriever	0.0693568	True,0.0,0.0
878057613040115712,2017-06-23 01:10:23+00:00,emmy adopted today massive round pupplause emmy new family involved,14,Emmy,,17300,71144,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg	1	Rottweiler	0.999091	True	miniature_pinscher	0.000450355	True	black-and-tan_coonhound	0.00015714	True,-0.02121212121212122,0.6181818181818182
877736472329191424,2017-06-22 03:54:17+00:00,aja told shes good dog suspicions confirmed would tell,13,Aja,,83,0,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg	1	porcupine	0.9891540000000001	False	bath_towel	0.00630049	False	badger	0.00096634	False,0.55,0.8
877556246731214848,2017-06-21 15:58:08+00:00,penny shes pupset fired pup pleased w barbaric attempts cleanliness would enjoy shampoo options,12,Penny,,5414,27907,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg	1	Labrador_retriever	0.8256700000000001	True	French_bulldog	0.0566394	True	Staffordshire_bullterrier	0.054018399999999994	True,0.45,0.75
877316821321428993,2017-06-21 00:06:44+00:00,meet dante first wasnt fan new raincoat saw reflection hckin handsome water resistant good boy,13,Dante,,5880,27755,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg	1	Tibetan_terrier	0.676376	True	Irish_terrier	0.05493340000000001	True	Yorkshire_terrier	0.0405755	True,0.3965909090909091,0.5969696969696969
877201837425926144,2017-06-20 16:29:50+00:00,nelly graduated dogtorate today wants know youre proud would give congratulatory boop,12,Nelly,,3506,21125,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg	1	toy_poodle	0.304175	True	pug	0.223427	True	Lakeland_terrier	0.07331649999999999	True,0.5,0.55
876838120628539392,2017-06-19 16:24:33+00:00,ginger shes ruff monday many pupper things going hckin exhausting would snug passionately,12,Ginger,pupper,4800,23869,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg	1	borzoi	0.852088	True	ice_bear	0.13226400000000002	False	weasel	0.00572998	False,0.01666666666666666,0.6166666666666667
876537666061221889,2017-06-18 20:30:39+00:00,say pupmost confidence doggos assisted search heroic hck,14,None,,2511,19163,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg	1	Chihuahua	0.143957	True	Christmas_stocking	0.11865099999999999	False	ski_mask	0.0924817	False,0.7,0.9
876484053909872640,2017-06-18 16:57:37+00:00,benedict wants thank delightful urban walk hopes know loves super duper good boy,13,Benedict,,4903,28490,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg	1	Labrador_retriever	0.9967090000000001	True	golden_retriever	0.00168821	True	beagle	0.0007116669999999999	True,0.44666666666666666,0.47333333333333333
876120275196170240,2017-06-17 16:52:05+00:00,meet venti seemingly caffeinated puppoccino informed weekend would include walks pats scritches much excite,13,Venti,,4497,25773,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg	1	beagle	0.636169	True	Labrador_retriever	0.119256	True	golden_retriever	0.08254919999999999	True,0.2,0.2
875747767867523072,2017-06-16 16:11:53+00:00,goose hes womanizer cheeky hck also deep tongue slip game another level steal girl,13,Goose,,5081,22185,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg	1	Italian_greyhound	0.125176	True	standard_poodle	0.08457150000000001	True	cocker_spaniel	0.0813469	True,-0.2,0.4
875144289856114688,2017-06-15 00:13:52+00:00,meet nugget hank nugget took hanks bone hank wondering would please return would intervene,13,Nugget,,6342,27997,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg	1	hare	0.44789300000000004	False	dhole	0.09243530000000001	False	Chesapeake_Bay_retriever	0.08812239999999999	True,0.0,0.0
875097192612077568,2017-06-14 21:06:43+00:00,youll get package precious man done appreciating pups everyone,13,None,,4922,26022,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg	1	golden_retriever	0.633037	True	kuvasz	0.14639100000000002	True	Labrador_retriever	0.0461837	True,0.5,1.0
875021211251597312,2017-06-14 16:04:48+00:00,guys please stop sending pictures without dogs th oh never mind hello excuse sir stealthy hck,12,None,,4875,28439,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg	1	Pembroke	0.435254	True	Cardigan	0.30740700000000004	True	cocker_spaniel	0.0331583	True,-0.05,0.05
874680097055178752,2017-06-13 17:29:20+00:00,meet cash hath acquired stick good stick tbh would pat head approvingly,12,Cash,,15546,0,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg	1	Yorkshire_terrier	0.618957	True	silky_terrier	0.300313	True	Australian_terrier	0.053412	True,0.7,0.6000000000000001
874296783580663808,2017-06-12 16:06:11+00:00,jed may fanciest pupper game right knows would sign modeling contract,13,Jed,pupper,4125,23134,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg	1	toy_poodle	0.787424	True	miniature_poodle	0.202225	True	teddy	0.00404722	False,-0.05714285714285716,0.46785714285714286
874057562936811520,2017-06-12 00:15:36+00:00,cant believe keeps happening birb taking bath rate dogs please send dogs thank,12,None,,11007,35501,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg	1	electric_fan	0.9843770000000001	False	spotlight	0.00773671	False	lampshade	0.00190123	False,0.0,0.0
874012996292530176,2017-06-11 21:18:31+00:00,sebastian cant see colors rainbow see flag makes human happy pridemonth puppo,13,Sebastian,puppo,12518,0,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg	1	web_site	0.998258	False	dishwasher	0.000201084	False	oscilloscope	0.000141736	False,0.4,0.55
873580283840344065,2017-06-10 16:39:04+00:00,usually dont rate deckbound saskatoon black bears one hckin flawless sneaky tongue slip would hug firmly,13,None,,1667,0,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg	1	ibex	0.6190979999999999	False	bighorn	0.125119	False	ram	0.0746732	False,0.09583333333333334,0.5208333333333334
873213775632977920,2017-06-09 16:22:42+00:00,sierra shes one precious pupper absolute icu whole life help sierra,12,Sierra,pupper,5669,28031,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg	1	fire_engine	0.8834930000000001	False	tow_truck	0.07473389999999999	False	jeep	0.0127726	False,0.3,0.7666666666666666
872967104147763200,2017-06-09 00:02:31+00:00,heres large dog date later politely asked water person check breath bad good go doggo,12,None,doggo,3884,15029,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg	1	West_Highland_white_terrier	0.36046500000000004	True	pug	0.0934941	True	ice_bear	0.0690382	False,0.0535714285714286,0.4238095238095238
872820683541237760,2017-06-08 14:20:41+00:00,favorite dogsatpollingstations voted consistent walking schedule increase daily pats tenfold,13,None,,31,0,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg	1	lorikeet	0.466149	False	hummingbird	0.083011	False	African_grey	0.0542474	False,0.25,0.4166666666666667
